id,lei,data,outro_assunto,n_palavras,assunto,freq_assunto,artigo_1_revogado,internacional,f,fx,URL,epígrafe,ementa,Artigo 1º,dimensao_normativa,dimensao_ontológica,benevolencia_ameaça,benevolencia_benefício,benevolencia_neutra,funcao_social_segurança,funcao_social_segurança sexual,funcao_social_ECA,funcao_social_valoração,funcao_social_inclusão,funcao_social_consumo,funcao_social_cultura,funcao_social_democracia,funcao_social_transparência,funcao_social_nacionalismo,funcao_social_educação,funcao_social_burocrática,funcao_social_indivíduo,funcao_social_propriedade,funcao_social_privacidade,funcao_social_controle,funcao_social_saúde,funcao_social_comunicação,funcao_social_organização comunitária,funcao_social_direitos trabalhistas,funcao_social_integridade,funcao_social_comercial,funcao_social_mediação,funcao_social_burocrático,funcao_social_fiscal,funcao_social_esporte,funcao_social_meio ambiente,funcao_social_ciência,funcao_social_assunto_ECA,funcao_social_assunto_transparência,funcao_social_assunto_segurança,funcao_social_assunto_segurança sexual,funcao_social_assunto_democracia,funcao_social_assunto_tributação,funcao_social_assunto_direitos trabalhistas,funcao_social_assunto_salário,funcao_social_assunto_comercial,funcao_social_assunto_burocrática,funcao_social_assunto_mediação,funcao_social_assunto_inclusão,funcao_social_assunto_tansparência,funcao_social_assunto_esporte,funcao_social_assunto_fiscal,ramo_dogmatico_penal,ramo_dogmatico_civil,ramo_dogmatico_eleitoral,ramo_dogmatico_administrativo,ramo_dogmatico_processual,ramo_dogmatico_trabalhista,ramo_dogmatico_orçamentário,ramo_dogmatico_tributário,ramo_dogmatico_comercial,ramo_sociologico_violência,ramo_sociologico_violência sexual,ramo_sociologico_infância,ramo_sociologico_comunicação,ramo_sociologico_econômico,ramo_sociologico_político,ramo_sociologico_nacional,ramo_sociologico_burocrático,ramo_sociologico_individualização,ramo_sociologico_educação,ramo_sociologico_criminal,ramo_sociologico_segurança,ramo_sociologico_ciminal,ramo_sociologico_saúde,ramo_sociologico_trabalho,ramo_sociologico_ética,ramo_sociologico_rural,ramo_sociologico_cultura,ramo_sociologico_esporte,imposicao_reconhecimento_reconhece,imposicao_reconhecimento_impõe,ferramenta_ambiente_ambiente,ferramenta_ambiente_ferramenta
125,L-10.524,25/07/2002,1,20945,19,"0,00091",0,0,0,0,https://www.planalto.gov.br/ccivil_03/leis/2002/l10524.htm,"LEI Nº 10.524, DE 25 DE JULHO DE 2002.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2003 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, as diretrizes orçamentárias da União para 2003, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
126,L-13.015,21/07/2014,1,1999,2,"0,001",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l13015.htm,"LEI Nº 13.015, DE 21 DE JULHO DE 2014.","Altera a Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre o processamento de recursos no âmbito da Justiça do Trabalho.","Os arts. 894, 896, 897-A e 899 da Consolidação das Leis do Trabalho (CLT), aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, passam a vigorar com as seguintes alterações:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
127,L-11.827,20/11/2008,1,2180,1,"0,00046",0,1,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11827.htm,"LEI Nº 11.827, DE 20 DE NOVEMBRO DE 2008.","Altera as Leis nºˢ 10.833, de 29 de dezembro de 2003, e 11.727, de 23 de junho de 2008, relativamente à incidência do Imposto sobre Produtos Industrializados - IPI, da Contribuição para o PIS/Pasep e da Contribuição para o Financiamento da Seguridade Social - Cofins, incidentes no mercado interno e na importação, sobre produtos dos Capítulos 21 e 22 da Tabela de Incidência do Imposto sobre Produtos Industrializados - Tipi, aprovada pelo Decreto nº 6.006, de 28 de dezembro de 2006, a Lei nº 10.451, de 10 de maio de 2002, a Medida Provisória nº 2.158-35, de 24 de agosto de 2001, e a Lei nº 11.774, de 17 de setembro de 2008.","Os arts. 58-B, 58-F, 58-G, 58-H, 58-J, 58-L, 58-M, 58-O, 58-R e 58-T da Lei nº 10.833, de 29 de dezembro de 2003, passam a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,L-12.977,20/05/2014,1,2158,1,"0,00046",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l12977.htm,"LEI Nº 12.977, DE 20 DE MAIO DE 2014.","Regula e disciplina a atividade de desmontagem de veículos automotores terrestres; altera o art. 126 da Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro; e dá outras providências.","Esta Lei regula e disciplina a atividade de desmontagem de veículos automotores terrestres sujeitos a registro nos termos da Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
129,L-12.970,08/05/2014,1,2317,3,"0,00129",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l12970.htm,"LEI Nº 12.970, DE 8 DE MAIO DE 2014.","Altera o Capítulo VI do Título III e o art. 302 e revoga os arts. 89, 91 e 92 da Lei nº 7.565, de 19 de dezembro de 1986 - Código Brasileiro de Aeronáutica, para dispor sobre as investigações do Sistema de Investigação e Prevenção de Acidentes Aeronáuticos - SIPAER e o acesso aos destroços de aeronave; e dá outras providências","O Capítulo VI do Título III da Lei nº 7.565, de 19 de dezembro de 1986 \- Código Brasileiro de Aeronáutica, passa a vigorar com as seguintes alterações :",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
130,L-12.983,02/06/2014,1,2165,1,"0,00046",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2014/lei/l12983.htm,"LEI Nº 12.983, DE 2 DE JUNHO DE 2014.","Altera a Lei nº 12.340, de 1º de dezembro de 2010, para dispor sobre as transferências de recursos da União aos órgãos e entidades dos Estados, Distrito Federal e Municípios para a execução de ações de prevenção em áreas de risco e de resposta e recuperação em áreas atingidas por desastres e sobre o Fundo Nacional para Calamidades Públicas, Proteção e Defesa Civil, e as Leis nºs 10.257, de 10 de julho de 2001, e 12.409, de 25 de maio de 2011, e revoga dispositivos da Lei nº 12.340, de 1º de dezembro de 2010.","A ementa da Lei nº 12.340, de 1º de dezembro de 2010, passa a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
131,LCP-157,29/12/2016,1,2102,6,"0,00285",0,0,1,0,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp157.htm,"LEI COMPLEMENTAR Nº 157, DE 29 DE DEZEMBRO DE 2016","Altera a Lei Complementar nº 116, de 31 de julho de 2003, que dispõe sobre o Imposto Sobre Serviços de Qualquer Natureza, a Lei nº 8.429, de 2 de junho de 1992 (Lei de Improbidade Administrativa), e a Lei Complementar nº 63, de 11 de janeiro de 1990, que “dispõe sobre critérios e prazos de crédito das parcelas do produto da arrecadação de impostos de competência dos Estados e de transferências por estes recebidos, pertencentes aos Municípios, e dá outras providências","A Lei Complementar nº 116, de 31 de julho de 2003, passa a vigorar com as seguintes alterações: (Vide ADPF nº 499) (Vide ADI nº 5862) (Vide ADI nº 5835)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
132,L-13.932,11/12/2019,1,5758,9,"0,00156",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13932.htm,"LEI Nº 13.932, DE 11 DE DEZEMBRO DE 2019","Altera a Lei Complementar nº 26, de 11 de setembro de 1975, e as Leis nºˢ 8.036, de 11 de maio de 1990, 8.019, de 11 de abril de 1990, e 10.150, de 21 de dezembro de 2000, para instituir a modalidade de saque-aniversário no Fundo de Garantia do Tempo de Serviço (FGTS) e assegurar o equilíbrio econômico- financeiro do Fundo, dispor sobre a movimentação das contas do Programa de Integração Social (PIS) e do Programa de Formação do Patrimônio do Servidor Público (Pasep) e sobre a devolução de recursos ao Fundo de Amparo ao Trabalhador (FAT), alterar disposições sobre as dívidas do Fundo de Compensação de Variações Salariais (FCVS), e extinguir a cobrança da contribuição de 10% (dez por cento) devida pelos empregadores em caso de despedida sem justa causa.","A Lei Complementar nº 26, de 11 de setembro de 1975, passa a vigorar com a seguinte redação:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
133,L-13.979,06/02/2020,1,8636,11,"0,00127",0,1,0,1,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l13979.htm,"LEI Nº 13.979, DE 6 DE FEVEREIRO DE 2020",Dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019.,Esta Lei dispõe sobre as medidas que poderão ser adotadas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
134,L-9.096,19/09/1995,1,15547,28,"0,0018",0,0,1,1,https://www.planalto.gov.br/ccivil_03/leis/l9096.htm,"LEI Nº 9.096, DE 19 DE SETEMBRO DE 1995","Dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3º, inciso V, da Constituição Federal.","O partido político, pessoa jurídica de direito privado, destina-se a assegurar, no interesse do regime democrático, a autenticidade do sistema representativo e a defender os direitos fundamentais definidos na Constituição Federal.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
135,L-12.035,01/10/2009,1,2365,3,"0,00127",0,1,0,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l12035.htm,"LEI Nº 12.035, DE 1º DE OUTUBRO DE 2009.","Institui o Ato Olímpico, no âmbito da administração pública federal, com a finalidade de assegurar garantias à candidatura da cidade do Rio de Janeiro a sede dos Jogos Olímpicos e Paraolímpicos de 2016 e de estabelecer regras especiais para a sua realização, condicionada a aplicação desta Lei à confirmação da escolha da referida cidade pelo Comitê Olímpico Internacional.","Esta Lei institui o Ato Olímpico, no âmbito da administração pública federal, com a finalidade de assegurar garantias à candidatura da cidade do Rio de Janeiro a sede dos Jogos Olímpicos e Paraolímpicos de 2016, denominados Jogos Rio 2016, e estabelecer regras especiais para a sua realização, condicionada a aplicação desta Lei à confirmação da escolha da referida cidade pelo Comitê Olímpico Internacional.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
136,L-11.759,31/07/2008,0,2537,40,"0,01577",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2008/lei/l11759.htm,"LEI Nº 11.759, DE 31 DE JULHO DE 2008.",Autoriza a criação da empresa pública Centro Nacional de Tecnologia Eletrônica Avançada S.A. - CEITEC e dá outras providências.,"Fica a União autorizada a criar empresa pública, sob a forma de sociedade por ações, denominada Centro Nacional de Tecnologia Eletrônica Avançada S.A. - CEITEC, vinculada ao Ministério da Ciência e Tecnologia, com prazo de duração indeterminado.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,L-11.903,14/01/2009,0,2033,15,"0,00738",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2009/lei/l11903.htm,"LEI Nº 11.903, DE 14 DE JANEIRO DE 2009.","Dispõe sobre o rastreamento da produção e do consumo de medicamentos por meio de tecnologia de captura, armazenamento e transmissão eletrônica de dados.","É criado o Sistema Nacional de Controle de Medicamentos, envolvendo a produção, comercialização, dispensação e a prescrição médica, odontológica e veterinária, assim como os demais tipos de movimentação previstos pelos controles sanitários.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
138,L-14.217,13/10/2021,1,2536,3,"0,00118",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14217.htm,"LEI Nº 14.217, DE 13 DE OUTUBRO DE 2021","Dispõe sobre medidas excepcionais para a aquisição de bens e de insumos e para a contratação de serviços, inclusive de engenharia, destinados ao enfrentamento da pandemia da Covid-19.","Esta Lei dispõe sobre medidas excepcionais para a aquisição de bens e de insumos e para a contratação de serviços, inclusive de engenharia, destinados ao enfrentamento da pandemia da Covid-19.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
139,L-14.073,14/10/2020,1,2469,4,"0,00162",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l14073.htm,"LEI Nº 14.073, DE 14 DE OUTUBRO DE 2020","Dispõe sobre ações emergenciais destinadas ao setor esportivo a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e altera as Leis nºs 9.615, de 24 de março de 1998, e 13.756, de 12 de dezembro de 2018.","Esta Lei dispõe sobre ações emergenciais destinadas ao setor esportivo a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020 , e altera as Leis nºˢ 9.615, de 24 de março de 1998 , e 13.756, de 12 de dezembro de 2018.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
140,L-13.146,06/07/2015,1,15827,76,"0,0048",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2015/lei/l13146.htm,"LEI Nº 13.146, DE 6 DE JULHO DE 2015.",Institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência,"É instituída a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência), destinada a assegurar e a promover, em condições de igualdade, o exercício dos direitos e das liberdades fundamentais por pessoa com deficiência, visando à sua inclusão social e cidadania.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
141,L-13.964,24/12/2019,1,12024,13,"0,00108",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13964.htm,"LEI Nº 13.964, DE 24 DE DEZEMBRO DE 2019",Aperfeiçoa a legislação penal e processual penal.,Esta Lei aperfeiçoa a legislação penal e processual penal.,1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
142,L-13.540,18/12/2017,1,2770,6,"0,00217",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2017/lei/l13540.htm,"LEI Nº 13.540, DE 18 DE DEZEMBRO DE 2017.","Altera as Leis nº 7.990, de 28 de dezembro de 1989, e 8.001, de 13 de março de 1990, para dispor sobre a Compensação Financeira pela Exploração de Recursos Minerais (CFEM","O art. 6º da Lei nº 7.990, de 28 de dezembro de 1989 , passa a vigorar com as seguintes alterações: (Vigência)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
143,L-12.683,09/07/2012,1,2835,2,"0,00071",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2012/lei/l12683.htm,"LEI Nº 12.683, DE 9 DE JULHO DE 2012.","Altera a Lei nº 9.613, de 3 de março de 1998, para tornar mais eficiente a persecução penal dos crimes de lavagem de dinheiro.","Esta Lei altera a Lei nº 9.613, de 3 de março de 1998, para tornar mais eficiente a persecução penal dos crimes de lavagem de dinheiro.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
144,L-13.958,18/12/2019,1,6053,5,"0,00083",0,0,1,1,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13958.htm,"LEI Nº 13.958, DE 18 DE DEZEMBRO DE 2019","Institui o Programa Médicos pelo Brasil, no âmbito da atenção primária à saúde no Sistema Único de Saúde (SUS), e autoriza o Poder Executivo federal a instituir serviço social autônomo denominado Agência para o Desenvolvimento da Atenção Primária à Saúde (Adaps). Institui o Programa Médicos pelo Brasil, no âmbito da atenção primária à saúde no Sistema Único de Saúde (SUS), e autoriza o Poder Executivo federal a instituir serviço social autônomo denominado Agência Brasileira de Apoio à Gestão do SUS (AGSUS). (Redação dada pela Lei nº 14.621, de 2023","Esta Lei institui o Programa Médicos pelo Brasil, com a finalidade de incrementar a prestação de serviços médicos em locais de difícil provimento ou de alta vulnerabilidade e de fomentar a formação de médicos especialistas em medicina de família e comunidade, no âmbito da atenção primária à saúde no Sistema Único de Saúde (SUS), e autoriza o Poder Executivo federal a instituir serviço social autônomo denominado Agência Brasileira de Apoio à Gestão do SUS (AGSUS). (Redação dada pela Lei nº 14.621, de 2023)",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
145,L-14.620,13/07/2023,1,13453,21,"0,00156",0,0,1,0,https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2023/lei/l14620.htm,"LEI Nº 14.620, DE 13 DE JULHO DE 2023","Dispõe sobre o Programa Minha Casa, Minha Vida, altera o Decreto-Lei nº 3.365, de 21 de junho de 1941 (Lei da Desapropriação), a Lei nº 4.591, de 16 de dezembro de 1964, a Lei nº 6.015, de 31 de dezembro de 1973 (Lei dos Registros Públicos), a Lei nº 6.766, de 19 de dezembro de 1979, a Lei nº 8.036, de 11 de maio de 1990 (Lei do FGTS), a Lei nº 8.677, de 13 de julho de 1993, a Lei nº 9.472, de 16 de julho de 1997, a Lei nº 9.514, de 20 de novembro de 1997, a Lei nº 10.188, de 12 de fevereiro de 2001, a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), a Lei nº 10.931, de 2 de agosto de 2004, a Lei nº 11.977, de 7 de julho de 2009, a Lei nº 12.462, de 4 de agosto de 2011, a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), a Lei nº 13.465, de 11 de julho de 2017, a Lei nº 14.063, de 23 de setembro de 2020, a Lei nº 14.133, de 1º de abril de 2021 (Lei de Licitações e Contratos Administrativos), a Lei nº 14.300, de 6 de janeiro de 2022, e a Lei nº 14.382, de 27 de junho de 2022, e revoga dispositivos da Lei nº 14.118, de 12 de janeiro de 2021.","O Programa Minha Casa, Minha Vida tem por finalidade promover o direito à cidade e à moradia de famílias residentes em áreas urbanas e rurais, associado ao desenvolvimento urbano, econômico, social e cultural, à sustentabilidade, à redução de vulnerabilidades e à prevenção de riscos de desastres, à geração de trabalho e de renda e à elevação dos padrões de habitabilidade, de segurança socioambiental e de qualidade de vida da população, conforme determinam os arts. 3º e 6º da Constituição Federal.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
146,L-10.171,05/01/2001,1,2998,2,"0,00067",0,0,0,0,https://www.planalto.gov.br/ccivil_03/leis/leis_2001/l10171.htm,"LEI Nº 10.171, DE 5 DE JANEIRO DE 2001.",Estima a Receita e fixa a Despesa da União para o exercício financeiro de 2001.,"Esta Lei estima a Receita e fixa a Despesa da União para o exercício financeiro de 2001, compreendendo:",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",1,0,1
147,L-13.971,27/12/2019,1,2964,8,"0,0027",0,0,0,0,https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2019/lei/l13971.htm,"LEI Nº 13.971, DE 27 DE DEZEMBRO DE 2019",Institui o Plano Plurianual da União para o período de 2020 a 2023.,"Esta Lei institui o Plano Plurianual da União para o período de 2020 a 2023 (PPA 2020-2023), em cumprimento ao disposto no § 1º do art. 165 da Constituição.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
148,L-8.958,20/12/1994,0,5146,36,"0,007",0,0,0,1,https://www.planalto.gov.br/ccivil_03/leis/l8958.htm,"LEI Nº 8.958, DE 20 DE DEZEMBRO DE 1994.",Dispõe sobre as relações entre as instituições federais de ensino superior e de pesquisa científica e tecnológica e as fundações de apoio e dá outras providências.,"As Instituições Federais de Ensino Superior - IFES e as demais Instituições Científicas e Tecnológicas - ICTs, sobre as quais dispõe a ~~Lei nº 10.973, de 2 de dezembro de 2004~~, poderão celebrar convênios e contratos, nos termos do ~~inciso XIII do art. 24 da Lei nº 8.666, de 21 de junho de 1993~~, por prazo determinado, com fundações instituídas com a finalidade de dar apoio a projetos de ensino, pesquisa e extensão e de desenvolvimento institucional, científico e tecnológico, inclusive na gestão administrativa e financeira estritamente necessária à execução desses projetos. (Redação dada pela Lei nº 12.349, de 2010)",1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
149,LCP-116,31/07/2003,1,6888,23,"0,00334",0,0,0,1,https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp116.htm,"LEI COMPLEMENTAR Nº 116, DE 31 DE JULHO DE 2003","Dispõe sobre o Imposto Sobre Serviços de Qualquer Natureza, de competência dos Municípios e do Distrito Federal, e dá outras providências.","O Imposto Sobre Serviços de Qualquer Natureza, de competência dos Municípios e do Distrito Federal, tem como fato gerador a prestação de serviços constantes da lista anexa, ainda que esses não se constituam como atividade preponderante do prestador.",1,"0,5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
